feature_set,feature,source_feature_count,threshold_abs_r,component_id,component_size,component_features,pd_iqr,pd_mad,selection_rule,rank
pd_corr_reduced_all_090,det_LT_entropy_shannon_3_coef,752.0,0.9,106.0,1.0,det_LT_entropy_shannon_3_coef,0.33187725,0.01898013333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,det_LT_entropy_shannon_4_coef,752.0,0.9,107.0,1.0,det_LT_entropy_shannon_4_coef,0.34586008333333335,0.05289674999999999,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_5,752.0,0.9,108.0,5.0,tqwt_energy_dec_1;tqwt_energy_dec_2;tqwt_energy_dec_3;tqwt_energy_dec_4;tqwt_energy_dec_5,0.0007536133333332833,0.00011492499999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_6,752.0,0.9,109.0,1.0,tqwt_energy_dec_6,0.0005374441666666167,0.00014914499999998333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_7,752.0,0.9,110.0,1.0,tqwt_energy_dec_7,0.0005455616666666999,0.00021270999999998337,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_8,752.0,0.9,111.0,1.0,tqwt_energy_dec_8,0.001049585833333325,0.00042339833333335003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_9,752.0,0.9,112.0,1.0,tqwt_energy_dec_9,0.0017039116666666503,0.0006294533333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_10,752.0,0.9,113.0,1.0,tqwt_energy_dec_10,0.0014389333333333,0.00056320333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_11,752.0,0.9,114.0,1.0,tqwt_energy_dec_11,0.0013198633333333751,0.00043212166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_12,752.0,0.9,115.0,1.0,tqwt_energy_dec_12,0.00302510333333335,0.0009646766666666499,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_13,752.0,0.9,116.0,1.0,tqwt_energy_dec_13,0.013085500000000026,0.005331155000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_14,752.0,0.9,117.0,1.0,tqwt_energy_dec_14,0.031769166666666654,0.014366599999999952,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_15,752.0,0.9,118.0,1.0,tqwt_energy_dec_15,0.0507083333333333,0.022116399999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_16,752.0,0.9,119.0,1.0,tqwt_energy_dec_16,0.07357866666666668,0.03603095,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_17,752.0,0.9,120.0,1.0,tqwt_energy_dec_17,0.11573208333333335,0.058266333333333295,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_18,752.0,0.9,121.0,1.0,tqwt_energy_dec_18,0.12819941666666665,0.059678999999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_19,752.0,0.9,122.0,1.0,tqwt_energy_dec_19,0.07707690000000003,0.0327955,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_20,752.0,0.9,123.0,1.0,tqwt_energy_dec_20,0.04247085000000003,0.019270666666666596,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_21,752.0,0.9,124.0,1.0,tqwt_energy_dec_21,0.03592314166666665,0.01678133333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_22,752.0,0.9,125.0,1.0,tqwt_energy_dec_22,0.029229324999999997,0.012789666666666647,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_23,752.0,0.9,126.0,1.0,tqwt_energy_dec_23,0.049441824999999995,0.016643683333333353,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_24,752.0,0.9,127.0,1.0,tqwt_energy_dec_24,0.09103408333333338,0.028557549999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_25,752.0,0.9,128.0,1.0,tqwt_energy_dec_25,0.10211941666666666,0.0457135,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_26,752.0,0.9,129.0,1.0,tqwt_energy_dec_26,0.10576098333333335,0.03607074333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_27,752.0,0.9,130.0,1.0,tqwt_energy_dec_27,0.05740619416666672,0.0034250333333333167,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_28,752.0,0.9,131.0,1.0,tqwt_energy_dec_28,0.011039925833333266,0.00033374499999998334,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_29,752.0,0.9,132.0,13.0,tqwt_TKEO_mean_dec_29;tqwt_TKEO_mean_dec_30;tqwt_TKEO_std_dec_29;tqwt_TKEO_std_dec_30;tqwt_energy_dec_29;tqwt_energy_dec_30;tqwt_entropy_shannon_dec_29;tqwt_maxValue_dec_29;tqwt_maxValue_dec_30;tqwt_minValue_dec_29;tqwt_minValue_dec_30;tqwt_stdValue_dec_29;tqwt_stdValue_dec_30,4.269638333333334,0.877545,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_31,752.0,0.9,133.0,2.0,tqwt_energy_dec_31;tqwt_energy_dec_32,0.00037999333333329165,0.00010799833333328333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_33,752.0,0.9,134.0,1.0,tqwt_energy_dec_33,0.00012457416666658333,4.1555e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_34,752.0,0.9,135.0,2.0,tqwt_energy_dec_34;tqwt_energy_dec_35,5.265091666666667e-05,1.2794500000000001e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_energy_dec_36,752.0,0.9,136.0,1.0,tqwt_energy_dec_36,0.00040950333333326667,7.114666666666668e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_1,752.0,0.9,137.0,3.0,tqwt_TKEO_mean_dec_1;tqwt_entropy_shannon_dec_1;tqwt_stdValue_dec_1,4.708099166666667,1.5147949999999997,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_5,752.0,0.9,138.0,24.0,tqwt_TKEO_mean_dec_2;tqwt_TKEO_mean_dec_3;tqwt_TKEO_mean_dec_4;tqwt_TKEO_mean_dec_5;tqwt_TKEO_std_dec_2;tqwt_TKEO_std_dec_3;tqwt_TKEO_std_dec_4;tqwt_TKEO_std_dec_5;tqwt_entropy_shannon_dec_2;tqwt_entropy_shannon_dec_3;tqwt_entropy_shannon_dec_4;tqwt_entropy_shannon_dec_5;tqwt_maxValue_dec_2;tqwt_maxValue_dec_3;tqwt_maxValue_dec_4;tqwt_maxValue_dec_5;tqwt_minValue_dec_2;tqwt_minValue_dec_3;tqwt_minValue_dec_4;tqwt_minValue_dec_5;tqwt_stdValue_dec_2;tqwt_stdValue_dec_3;tqwt_stdValue_dec_4;tqwt_stdValue_dec_5,13.759005833333333,3.2098923333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_9,752.0,0.9,139.0,28.0,tqwt_TKEO_mean_dec_10;tqwt_TKEO_mean_dec_6;tqwt_TKEO_mean_dec_8;tqwt_TKEO_mean_dec_9;tqwt_TKEO_std_dec_10;tqwt_TKEO_std_dec_6;tqwt_TKEO_std_dec_8;tqwt_TKEO_std_dec_9;tqwt_entropy_shannon_dec_10;tqwt_entropy_shannon_dec_6;tqwt_entropy_shannon_dec_8;tqwt_entropy_shannon_dec_9;tqwt_maxValue_dec_10;tqwt_maxValue_dec_11;tqwt_maxValue_dec_6;tqwt_maxValue_dec_7;tqwt_maxValue_dec_8;tqwt_maxValue_dec_9;tqwt_minValue_dec_10;tqwt_minValue_dec_11;tqwt_minValue_dec_6;tqwt_minValue_dec_7;tqwt_minValue_dec_8;tqwt_minValue_dec_9;tqwt_stdValue_dec_10;tqwt_stdValue_dec_6;tqwt_stdValue_dec_8;tqwt_stdValue_dec_9,51.31872666666667,13.22546333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_7,752.0,0.9,140.0,4.0,tqwt_TKEO_mean_dec_7;tqwt_TKEO_std_dec_7;tqwt_entropy_shannon_dec_7;tqwt_stdValue_dec_7,18.44749333333333,5.690931666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_11,752.0,0.9,141.0,4.0,tqwt_TKEO_mean_dec_11;tqwt_TKEO_std_dec_11;tqwt_entropy_shannon_dec_11;tqwt_stdValue_dec_11,26.676233333333336,8.311066666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_16,752.0,0.9,142.0,35.0,tqwt_TKEO_mean_dec_12;tqwt_TKEO_mean_dec_13;tqwt_TKEO_mean_dec_14;tqwt_TKEO_mean_dec_15;tqwt_TKEO_mean_dec_16;tqwt_TKEO_mean_dec_17;tqwt_TKEO_std_dec_12;tqwt_TKEO_std_dec_13;tqwt_TKEO_std_dec_14;tqwt_TKEO_std_dec_15;tqwt_TKEO_std_dec_16;tqwt_TKEO_std_dec_17;tqwt_entropy_shannon_dec_12;tqwt_entropy_shannon_dec_13;tqwt_entropy_shannon_dec_14;tqwt_entropy_shannon_dec_15;tqwt_entropy_shannon_dec_16;tqwt_maxValue_dec_12;tqwt_maxValue_dec_13;tqwt_maxValue_dec_14;tqwt_maxValue_dec_15;tqwt_maxValue_dec_16;tqwt_maxValue_dec_17;tqwt_minValue_dec_12;tqwt_minValue_dec_13;tqwt_minValue_dec_14;tqwt_minValue_dec_15;tqwt_minValue_dec_16;tqwt_minValue_dec_17;tqwt_stdValue_dec_12;tqwt_stdValue_dec_13;tqwt_stdValue_dec_14;tqwt_stdValue_dec_15;tqwt_stdValue_dec_16;tqwt_stdValue_dec_17,774.3925249999999,285.2580333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_17,752.0,0.9,143.0,1.0,tqwt_entropy_shannon_dec_17,816.1729124999999,396.19808333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_18,752.0,0.9,144.0,1.0,tqwt_entropy_shannon_dec_18,675.1328666666667,357.37005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_19,752.0,0.9,145.0,1.0,tqwt_entropy_shannon_dec_19,472.2929583333332,227.01276666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_20,752.0,0.9,146.0,1.0,tqwt_entropy_shannon_dec_20,298.13815000000005,147.9236666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_21,752.0,0.9,147.0,1.0,tqwt_entropy_shannon_dec_21,287.99842500000005,132.16241666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_22,752.0,0.9,148.0,5.0,tqwt_TKEO_mean_dec_22;tqwt_entropy_shannon_dec_22;tqwt_maxValue_dec_22;tqwt_minValue_dec_22;tqwt_stdValue_dec_22,225.04642500000006,111.21681666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_23,752.0,0.9,149.0,1.0,tqwt_entropy_shannon_dec_23,216.93646666666666,108.73701666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_24,752.0,0.9,150.0,1.0,tqwt_entropy_shannon_dec_24,216.19931666666665,111.54666666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_25,752.0,0.9,151.0,1.0,tqwt_entropy_shannon_dec_25,235.63475833333328,119.11370000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_26,752.0,0.9,152.0,1.0,tqwt_entropy_shannon_dec_26,195.93538333333336,85.19058333333334,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_27,752.0,0.9,153.0,6.0,tqwt_TKEO_mean_dec_27;tqwt_TKEO_std_dec_27;tqwt_entropy_shannon_dec_27;tqwt_maxValue_dec_27;tqwt_minValue_dec_27;tqwt_stdValue_dec_27,117.10881250000001,12.610839333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_28,752.0,0.9,154.0,1.0,tqwt_entropy_shannon_dec_28,23.9336175,2.257743,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_30,752.0,0.9,155.0,1.0,tqwt_entropy_shannon_dec_30,3.171034833333333,0.5958816666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_32,752.0,0.9,156.0,35.0,tqwt_TKEO_mean_dec_31;tqwt_TKEO_mean_dec_32;tqwt_TKEO_mean_dec_33;tqwt_TKEO_mean_dec_34;tqwt_TKEO_mean_dec_35;tqwt_TKEO_mean_dec_36;tqwt_TKEO_std_dec_31;tqwt_TKEO_std_dec_32;tqwt_TKEO_std_dec_33;tqwt_TKEO_std_dec_34;tqwt_TKEO_std_dec_35;tqwt_TKEO_std_dec_36;tqwt_entropy_shannon_dec_31;tqwt_entropy_shannon_dec_32;tqwt_entropy_shannon_dec_33;tqwt_entropy_shannon_dec_34;tqwt_entropy_shannon_dec_35;tqwt_maxValue_dec_31;tqwt_maxValue_dec_32;tqwt_maxValue_dec_33;tqwt_maxValue_dec_34;tqwt_maxValue_dec_35;tqwt_maxValue_dec_36;tqwt_minValue_dec_31;tqwt_minValue_dec_32;tqwt_minValue_dec_33;tqwt_minValue_dec_34;tqwt_minValue_dec_35;tqwt_minValue_dec_36;tqwt_stdValue_dec_31;tqwt_stdValue_dec_32;tqwt_stdValue_dec_33;tqwt_stdValue_dec_34;tqwt_stdValue_dec_35;tqwt_stdValue_dec_36,3.1174985833333335,0.6748086666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_shannon_dec_36,752.0,0.9,157.0,1.0,tqwt_entropy_shannon_dec_36,5.85870025,0.5546070000000002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_1,752.0,0.9,158.0,11.0,tqwt_entropy_log_dec_1;tqwt_entropy_log_dec_10;tqwt_entropy_log_dec_11;tqwt_entropy_log_dec_2;tqwt_entropy_log_dec_3;tqwt_entropy_log_dec_4;tqwt_entropy_log_dec_5;tqwt_entropy_log_dec_6;tqwt_entropy_log_dec_7;tqwt_entropy_log_dec_8;tqwt_entropy_log_dec_9,265115.6163333331,119047.09250000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_12,752.0,0.9,159.0,10.0,tqwt_entropy_log_dec_12;tqwt_entropy_log_dec_13;tqwt_entropy_log_dec_14;tqwt_entropy_log_dec_15;tqwt_entropy_log_dec_16;tqwt_entropy_log_dec_17;tqwt_entropy_log_dec_18;tqwt_entropy_log_dec_19;tqwt_entropy_log_dec_20;tqwt_entropy_log_dec_21,45548.75302499998,23501.88756666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_22,752.0,0.9,160.0,1.0,tqwt_entropy_log_dec_22,5054.585391666666,2466.4917166666683,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_23,752.0,0.9,161.0,1.0,tqwt_entropy_log_dec_23,4853.049266666666,2515.010850000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_24,752.0,0.9,162.0,1.0,tqwt_entropy_log_dec_24,4403.866341666666,2260.0973833333346,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_25,752.0,0.9,163.0,1.0,tqwt_entropy_log_dec_25,4801.842741666667,2297.9152000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_26,752.0,0.9,164.0,1.0,tqwt_entropy_log_dec_26,5317.776366666666,2377.678000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_27,752.0,0.9,165.0,1.0,tqwt_entropy_log_dec_27,6214.3261833333345,3130.4613999999997,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_28,752.0,0.9,166.0,1.0,tqwt_entropy_log_dec_28,4393.545833333332,2091.1266333333324,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_29,752.0,0.9,167.0,1.0,tqwt_entropy_log_dec_29,2003.4509083333332,941.5190166666657,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_31,752.0,0.9,168.0,6.0,tqwt_entropy_log_dec_30;tqwt_entropy_log_dec_31;tqwt_entropy_log_dec_32;tqwt_entropy_log_dec_33;tqwt_entropy_log_dec_34;tqwt_entropy_log_dec_35,1704.4163083333333,852.7071166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_entropy_log_dec_36,752.0,0.9,169.0,1.0,tqwt_entropy_log_dec_36,919.9169666666667,465.38846666666655,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_minValue_dec_18,752.0,0.9,170.0,5.0,tqwt_TKEO_mean_dec_18;tqwt_TKEO_std_dec_18;tqwt_maxValue_dec_18;tqwt_minValue_dec_18;tqwt_stdValue_dec_18,0.565215,0.2859416666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_minValue_dec_19,752.0,0.9,171.0,8.0,tqwt_TKEO_mean_dec_19;tqwt_TKEO_std_dec_19;tqwt_maxValue_dec_19;tqwt_maxValue_dec_20;tqwt_minValue_dec_19;tqwt_minValue_dec_20;tqwt_stdValue_dec_19;tqwt_stdValue_dec_20,0.4807224999999999,0.2373716666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
